ID,year,country,assignment,,,,,,,,,,
03006PHI,2000,Philippines,,,,,,,,,,,
03007PHI,2001,Philippines,,,,,,,,,,,
04030PHI,2004,Philippines,,,,,,,,,,,
120,2019,Philippines,,,,,,,,,,,
121,2019,Philippines,,,,,,,,,,,
130,2019,Philippines,,,,,,,,,,,
131,2019,Philippines,,,,,,,,,,,
132,2019,Philippines,,,,,,,,,,,
140,2019,Philippines,,,,,,,,,,,
153,2018,Philippines,,,,,,,,,,,
18-092,2018,Philippines,,,,,,,,,,,
18-094,2018,Philippines,,,,,,,,,,,
18-096,2018,Philippines,,,,,,,,,,,
18-099,2018,Philippines,,,,,,,,,,,
18-101,2018,Philippines,,,,,,,,,,,
18-102,2018,Philippines,,,,,,,,,,,
18-103,2018,Philippines,,,,,,,,,,,
18-106,2018,Philippines,,,,,,,,,,,
18-107,2018,Philippines,,,,,,,,,,,
18-114,2018,Philippines,,,,,,,,,,,
18-116,2018,Philippines,,,,,,,,,,,
18-118,2018,Philippines,,,,,,,,,,,
18-120,2018,Philippines,,,,,,,,,,,
18-121,2018,Philippines,,,,,,,,,,,
18-130,2018,Philippines,,,,,,,,,,,
18-133,2018,Philippines,,,,,,,,,,,
18-135,2018,Philippines,,,,,,,,,,,
18-138,2018,Philippines,,,,,,,,,,,
18-142,2018,Philippines,,,,,,,,,,,
18-144,2018,Philippines,,,,,,,,,,,
18-147,2018,Philippines,,,,,,,,,,,
18-151,2018,Philippines,,,,,,,,,,,
18-153,2018,Philippines,,,,,,,,,,,
18-162,2018,Philippines,,,,,,,,,,,
18-163,2018,Philippines,,,,,,,,,,,
18-164,2018,Philippines,,,,,,,,,,,
18-172,2018,Philippines,,,,,,,,,,,
18-174,2018,Philippines,,,,,,,,,,,
18-179,2018,Philippines,,,,,,,,,,,
18-181,2018,Philippines,,,,,,,,,,,
18-183,2018,Philippines,,,,,,,,,,,
18-188,2018,Philippines,,,,,,,,,,,
18-191,2018,Philippines,,,,,,,,,,,
18-194,2018,Philippines,,,,,,,,,,,
18-196,2018,Philippines,,,,,,,,,,,
18-199,2018,Philippines,,,,,,,,,,,
18-209,2018,Philippines,,,,,,,,,,,
18-214,2018,Philippines,,,,,,,,,,,
18-216,2018,Philippines,,,,,,,,,,,
18-221,2018,Philippines,,,,,,,,,,,
18-223,2018,Philippines,,,,,,,,,,,
18-224,2018,Philippines,,,,,,,,,,,
18-225,2018,Philippines,,,,,,,,,,,
19-004,2019,Philippines,,,,,,,,,,,
19-011,2019,Philippines,,,,,,,,,,,
19-015,2019,Philippines,,,,,,,,,,,
19-022,2019,Philippines,,,,,,,,,,,
19-045,2019,Philippines,,,,,,,,,,,
19-050,2019,Philippines,,,,,,,,,,,
4A-22-104,2022,Philippines,,,,,,,,,,,
4A-22-171,2022,Philippines,,,,,,,,,,,
4A-22-203,2023,Philippines,,,,,,,,,,,
4A-22-40,2023,Philippines,,,,,,,,,,,
4A-22-98,2022,Philippines,,,,,,,,,,,
4B-21-126,2021,Philippines,,,,,,,,,,,
4B-21-29,2022,Philippines,,,,,,,,,,,
4B-21-310,2022,Philippines,,,,,,,,,,,
4B-21-35,2021,Philippines,,,,,,,,,,,
4B-21-412,2022,Philippines,,,,,,,,,,,
4B-21-421,2021,Philippines,,,,,,,,,,,
4B-21-423,2021,Philippines,,,,,,,,,,,
4B-21-528,2021,Philippines,,,,,,,,,,,
4B-21622,2022,Philippines,,,,,,,,,,,
4B-22-114,2022,Philippines,,,,,,,,,,,
4B-22-13,2022,Philippines,,,,,,,,,,,
4B-22-15,2022,Philippines,,,,,,,,,,,
4B-22-16,2022,Philippines,,,,,,,,,,,
4B-22-17,2023,Philippines,,,,,,,,,,,
4B-22-20,2022,Philippines,,,,,,,,,,,
4B-22-21,2022,Philippines,,,,,,,,,,,
4B-22-28,2023,Philippines,,,,,,,,,,,
4B-22-30,2023,Philippines,,,,,,,,,,,
4B-22-31,2023,Philippines,,,,,,,,,,,
4B-22-35,2023,Philippines,,,,,,,,,,,
4B-22-37,2022,Philippines,,,,,,,,,,,
4B-22-39,2023,Philippines,,,,,,,,,,,
4B-22-40,2022,Philippines,,,,,,,,,,,
4B-22-41,2023,Philippines,,,,,,,,,,,
4B-22-42,2023,Philippines,,,,,,,,,,,
4B-22-44,2023,Philippines,,,,,,,,,,,
4B-22-45,2023,Philippines,,,,,,,,,,,
4B-23-01,2023,Philippines,,,,,,,,,,,
4B-23-02,2023,Philippines,,,,,,,,,,,
4B-23-03,2023,Philippines,,,,,,,,,,,
4B-23-04,2023,Philippines,,,,,,,,,,,
4B-23-05,2023,Philippines,,,,,,,,,,,
4B-23-06,2023,Philippines,,,,,,,,,,,
4B-23-07,2023,Philippines,,,,,,,,,,,
4B-23-11,2023,Philippines,,,,,,,,,,,
4B-23-12,2023,Philippines,,,,,,,,,,,
4B-23-13,2024,Philippines,,,,,,,,,,,
4B-23-15,2023,Philippines,,,,,,,,,,,
4B-23-16,2023,Philippines,,,,,,,,,,,
4B-23-17,2023,Philippines,,,,,,,,,,,
4B-23-19,2023,Philippines,,,,,,,,,,,
4B-2422,2022,Philippines,,,,,,,,,,,
4B-2922HM,2023,Philippines,,,,,,,,,,,
4B-2922JG,2023,Philippines,,,,,,,,,,,
55,2019,Philippines,,,,,,,,,,,
66,2019,Philippines,,,,,,,,,,,
87,2019,Philippines,,,,,,,,,,,
93,2019,Philippines,,,,,,,,,,,
94270PHI,1994,Philippines,,,,,,,,,,,
94272PHI,1994,Philippines,,,,,,,,,,,
94273PHI,1994,Philippines,,,,,,,,,,,
94275PHI,1994,Philippines,,,,,,,,,,,
94278PHI,1994,Philippines,,,,,,,,,,,
94280PHI,1994,Philippines,,,,,,,,,,,
94281PHI,1994,Philippines,,,,,,,,,,,
A12_1952,2009,Philippines,,,,,,,,,,,
A12_1959,2009,Philippines,,,,,,,,,,,
A12_1964,2009,Philippines,,,,,,,,,,,
A12_1969,2009,Philippines,,,,,,,,,,,
A12_1973,2009,Philippines,,,,,,,,,,,
A12_1977,2009,Philippines,,,,,,,,,,,
A12_1978,2009,Philippines,,,,,,,,,,,
BAI/BAI3/2019-01/fel,2019,Philippines,,,,,,,,,,,
BAI/BAI4A/2019-01/can,2019,Philippines,,,,,,,,,,,
BAI/BAINCR/2019-01/can,2019,Philippines,,,,,,,,,,,
BAI/BAINCR/2019-02/can,2019,Philippines,,,,,,,,,,,
BAI/BAINCR/2019-03/can,2019,Philippines,,,,,,,,,,,
H-23-011Sk_12,2023,Philippines,,,,,,,,,,,
PHI103,2001,Philippines,,,,,,,,,,,
PHI114,2001,Philippines,,,,,,,,,,,
Philippin_dog,2013,Philippines,,,,,,,,,,,
R1-21-148,2022,Philippines,,,,,,,,,,,
R10-688,2021,Philippines,,,,,,,,,,,
R10-711,2022,Philippines,,,,,,,,,,,
R10-714,2022,Philippines,,,,,,,,,,,
R10-824,2022,Philippines,,,,,,,,,,,
R10-856,2022,Philippines,,,,,,,,,,,
R10-907,2022,Philippines,,,,,,,,,,,
R10-920,2022,Philippines,,,,,,,,,,,
R10-989,2022,Philippines,,,,,,,,,,,
R10-990,2022,Philippines,,,,,,,,,,,
R11-21-61,2022,Philippines,,,,,,,,,,,
R11-21-63,2021,Philippines,,,,,,,,,,,
R11-22-002,2022,Philippines,,,,,,,,,,,
R2-081,2021,Philippines,,,,,,,,,,,
R3-731,2022,Philippines,,,,,,,,,,,
R5-09,2022,Philippines,,,,,,,,,,,
R5-21-115,2022,Philippines,,,,,,,,,,,
R5-21-119,2022,Philippines,,,,,,,,,,,
R5-21-128,2022,Philippines,,,,,,,,,,,
R5-21-132,2022,Philippines,,,,,,,,,,,
R5-21-136,2021,Philippines,,,,,,,,,,,
R5-21-140,2022,Philippines,,,,,,,,,,,
R5-22-008,2022,Philippines,,,,,,,,,,,
R6-21-4375,2021,Philippines,,,,,,,,,,,
R6-21-4511,2022,Philippines,,,,,,,,,,,
R6-21-4600,2022,Philippines,,,,,,,,,,,
R6-4342,2022,Philippines,,,,,,,,,,,
R6-4568,2022,Philippines,,,,,,,,,,,
R7-21-161,2022,Philippines,,,,,,,,,,,
R9-010,2020,Philippines,,,,,,,,,,,
R9-074,2022,Philippines,,,,,,,,,,,
R9-089,2022,Philippines,,,,,,,,,,,
R9-105,2022,Philippines,,,,,,,,,,,
RADDL1-16-153,2017,Philippines,,,,,,,,,,,
RADDL1-16-154,2016,Philippines,,,,,,,,,,,
RADDL1-16-166,2017,Philippines,,,,,,,,,,,
RADDL3-1038,2015,Philippines,,,,,,,,,,,
RADDL3-1045,2016,Philippines,,,,,,,,,,,
RADDL3-15-172,2016,Philippines,,,,,,,,,,,
RADDL3-16-1008,2017,Philippines,,,,,,,,,,,
RADDL3-16-468,2016,Philippines,,,,,,,,,,,
RADDL3-16-521,2016,Philippines,,,,,,,,,,,
RADDL3-16-627,2017,Philippines,,,,,,,,,,,
RADDL3-845,2015,Philippines,,,,,,,,,,,
RADDL5-005,2015,Philippines,,,,,,,,,,,
REGION_5_2018-100,2018,Philippines,,,,,,,,,,,
REGION_5_2018-304,2018,Philippines,,,,,,,,,,,
REGION_5_2018-311,2018,Philippines,,,,,,,,,,,
REGION_5_2018-50,2018,Philippines,,,,,,,,,,,
REGION_5_2019-1,2019,Philippines,,,,,,,,,,,
REGION_5_2019-13,2019,Philippines,,,,,,,,,,,
RV/CAR.PHL/2009/TRa-198,2009,Philippines,,,,,,,,,,,
RV/CAR.PHL/2009/TRa-199,2009,Philippines,,,,,,,,,,,
RV/CAR.PHL/2009/TRa-200,2009,Philippines,,,,,,,,,,,
RV/CAR.PHL/2009/TRa-222,2009,Philippines,,,,,,,,,,,
RV/CAR.PHL/2009/TRa-224,2009,Philippines,,,,,,,,,,,
RV/CAR.PHL/2009/TRa-234,2009,Philippines,,,,,,,,,,,
RV/CAR.PHL/2009/TRa-285,2009,Philippines,,,,,,,,,,,
RV/CAR.PHL/2010/TRa-289,2010,Philippines,,,,,,,,,,,
RV/CAR.PHL/2010/TRa-291,2010,Philippines,,,,,,,,,,,
RV/CAR.PHL/2013/TRa-370,2013,Philippines,,,,,,,,,,,
RV/CAR.PHL/2013/TRa-405,2013,Philippines,,,,,,,,,,,
RV/CAR.PHL/2013/TRa-407,2013,Philippines,,,,,,,,,,,
RV/CAR.PHL/2013/TRa-409,2013,Philippines,,,,,,,,,,,
RV/CAR.PHL/2013/TRa-500,2013,Philippines,,,,,,,,,,,
RV/CAR.PHL/2013/TRa-510,2013,Philippines,,,,,,,,,,,
RV/CAR.PHL/2013/TRa-571,2013,Philippines,,,,,,,,,,,
RV/NCR.PHL/2004/Z-04-421,2004,Philippines,,,,,,,,,,,
RV/NCR.PHL/2004/Z-04-522,2004,Philippines,,,,,,,,,,,
RV/NCR.PHL/2004/Z-04-534,2004,Philippines,,,,,,,,,,,
RV/NCR.PHL/2004/Z-04-646,2004,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-009,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-090,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-149,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-168,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-187,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-285,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-299,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-373,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-396,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-424,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-465,2005,Philippines,,,,,,,,,,,
RV/NCR.PHL/2005/Z-05-466,2005,Philippines,,,,,,,,,,,
RV/R1.PHL/2008/TRa-094,2008,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-150,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-151,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-153,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-154,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-156,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-157,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-159,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-161,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-208,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-209,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-210,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-213,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-214,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-215,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-216,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-218,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-219,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-220,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-221,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-233,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-256,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-257,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-258,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-259,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-260,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-262,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-263,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-265,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-266,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2009/TRa-267,2009,Philippines,,,,,,,,,,,
RV/R1.PHL/2010/TRa-286,2010,Philippines,,,,,,,,,,,
RV/R1.PHL/2010/TRa-287,2010,Philippines,,,,,,,,,,,
RV/R1.PHL/2010/TRa-298,2010,Philippines,,,,,,,,,,,
RV/R1.PHL/2010/TRa-299,2010,Philippines,,,,,,,,,,,
RV/R1.PHL/2010/TRa-300,2010,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-320,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-323,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-324,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-325,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-327,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-375,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-376,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-377,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-378,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-379,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-381,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-382,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-383,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2012/TRa-384,2012,Philippines,,,,,,,,,,,
RV/R1.PHL/2013/TRa-406,2013,Philippines,,,,,,,,,,,
RV/R1.PHL/2013/TRa-569,2013,Philippines,,,,,,,,,,,
RV/R1.PHL/2013/TRa-572,2013,Philippines,,,,,,,,,,,
RV/R1.PHL/2013/TRa-573,2013,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-014,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-024,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-025,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-026,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-027,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-028,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-030,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-052,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-053,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-054,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-055,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-056,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-057,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-058,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-104,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-107,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2008/TRa-108,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-109,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-110,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-184,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-186,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-189,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-191,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-194,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-195,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-196,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-197,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-242,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-243,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-244,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-246,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-247,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-248,2008,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-249,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-250,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-251,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-252,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-253,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-254,2009,Philippines,,,,,,,,,,,
RV/R10.PHL/2009/TRa-255,2009,Philippines,,,,,,,,,,,
RV/R11.PHL/2005/Z-05-186,2005,Philippines,,,,,,,,,,,
RV/R2.PHL/2009/TRa-142,2009,Philippines,,,,,,,,,,,
RV/R2.PHL/2009/TRa-279,2009,Philippines,,,,,,,,,,,
RV/R2.PHL/2009/TRa-283,2009,Philippines,,,,,,,,,,,
RV/R2.PHL/2009/TRa-284,2009,Philippines,,,,,,,,,,,
RV/R2.PHL/2013/TRa-435,2013,Philippines,,,,,,,,,,,
RV/R2.PHL/2013/TRa-437,2013,Philippines,,,,,,,,,,,
RV/R2.PHL/2013/TRa-439,2013,Philippines,,,,,,,,,,,
RV/R2.PHL/2013/TRa-503,2013,Philippines,,,,,,,,,,,
RV/R2.PHL/2013/TRa-504,2013,Philippines,,,,,,,,,,,
RV/R2.PHL/2013/TRa-505,2013,Philippines,,,,,,,,,,,
RV/R2.PHL/2013/TRa-506,2013,Philippines,,,,,,,,,,,
RV/R2.PHL/2013/TRa-507,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2004/Z-04-519,2004,Philippines,,,,,,,,,,,
RV/R3.PHL/2005/Z-05-198,2005,Philippines,,,,,,,,,,,
RV/R3.PHL/2005/Z-05-507,2005,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-002,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-006,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-009,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-010,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-011,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-013,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-016,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-017,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-018,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-019,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-020,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-021,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-022,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-038,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-040,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-041,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-045,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-047,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-048,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-049,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-051,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-059,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-060,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-061,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-062,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-063,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-064,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-065,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-066,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-086,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-087,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-088,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-089,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-090,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-091,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-092,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-093,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-095,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-111,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-112,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2008/TRa-119,2008,Philippines,,,,,,,,,,,
RV/R3.PHL/2009/TRa-113,2009,Philippines,,,,,,,,,,,
RV/R3.PHL/2009/TRa-114,2009,Philippines,,,,,,,,,,,
RV/R3.PHL/2009/TRa-115,2009,Philippines,,,,,,,,,,,
RV/R3.PHL/2009/TRa-116,2009,Philippines,,,,,,,,,,,
RV/R3.PHL/2009/TRa-117,2009,Philippines,,,,,,,,,,,
RV/R3.PHL/2009/TRa-118,2009,Philippines,,,,,,,,,,,
RV/R3.PHL/2009/TRa-127,2009,Philippines,,,,,,,,,,,
RV/R3.PHL/2009/TRa-128,2009,Philippines,,,,,,,,,,,
RV/R3.PHL/2009/TRa-129,2009,Philippines,,,,,,,,,,,
